country,alpha_2_code,alpha_3_code,Indicator,Year,Value_in_percentage%
South Sudan,SS,SSD,Proportion of population using unimproved drinking water sources,2011,13.55%
South Sudan,SS,SSD,Proportion of population using unimproved drinking water sources,2012,13.55%
South Sudan,SS,SSD,Proportion of population using unimproved drinking water sources,2013,13.55%
South Sudan,SS,SSD,Proportion of population using unimproved drinking water sources,2014,13.55%
South Sudan,SS,SSD,Proportion of population using unimproved drinking water sources,2015,13.55%
South Sudan,SS,SSD,Proportion of population using unimproved drinking water sources,2016,13.56%
South Sudan,SS,SSD,Proportion of population using unimproved drinking water sources,2017,13.56%
South Sudan,SS,SSD,Proportion of population using unimproved drinking water sources,2018,13.57%
South Sudan,SS,SSD,Proportion of population using unimproved drinking water sources,2019,13.55%
South Sudan,SS,SSD,Proportion of population using unimproved drinking water sources,2020,13.54%
South Sudan,SS,SSD,Proportion of population using unimproved drinking water sources,2021,13.53%
South Sudan,SS,SSD,Proportion of population using unimproved drinking water sources,2022,13.52%
Spain,ES,ESP,Proportion of population using unimproved drinking water sources,2000,0.00%
Spain,ES,ESP,Proportion of population using unimproved drinking water sources,2002,0.00%
Spain,ES,ESP,Proportion of population using unimproved drinking water sources,2003,0.00%
Spain,ES,ESP,Proportion of population using unimproved drinking water sources,2005,0.00%
Spain,ES,ESP,Proportion of population using unimproved drinking water sources,2006,0.00%
Spain,ES,ESP,Proportion of population using unimproved drinking water sources,2007,0.00%
Spain,ES,ESP,Proportion of population using unimproved drinking water sources,2008,0.00%
Spain,ES,ESP,Proportion of population using unimproved drinking water sources,2009,0.00%
Spain,ES,ESP,Proportion of population using unimproved drinking water sources,2010,0.00%
Spain,ES,ESP,Proportion of population using unimproved drinking water sources,2012,0.01%
Spain,ES,ESP,Proportion of population using unimproved drinking water sources,2013,0.04%
Spain,ES,ESP,Proportion of population using unimproved drinking water sources,2014,0.07%
Spain,ES,ESP,Proportion of population using unimproved drinking water sources,2015,0.07%
Spain,ES,ESP,Proportion of population using unimproved drinking water sources,2016,0.07%
Spain,ES,ESP,Proportion of population using unimproved drinking water sources,2017,0.07%
Spain,ES,ESP,Proportion of population using unimproved drinking water sources,2018,0.07%
Spain,ES,ESP,Proportion of population using unimproved drinking water sources,2019,0.07%
Spain,ES,ESP,Proportion of population using unimproved drinking water sources,2020,0.07%
Spain,ES,ESP,Proportion of population using unimproved drinking water sources,2021,0.07%
Spain,ES,ESP,Proportion of population using unimproved drinking water sources,2022,0.07%
Sri Lanka,LK,LKA,Proportion of population using unimproved drinking water sources,2000,11.28%
Sri Lanka,LK,LKA,Proportion of population using unimproved drinking water sources,2001,11.08%
Sri Lanka,LK,LKA,Proportion of population using unimproved drinking water sources,2002,10.89%
Sri Lanka,LK,LKA,Proportion of population using unimproved drinking water sources,2003,10.69%
Sri Lanka,LK,LKA,Proportion of population using unimproved drinking water sources,2004,10.50%
Sri Lanka,LK,LKA,Proportion of population using unimproved drinking water sources,2005,10.30%
Sri Lanka,LK,LKA,Proportion of population using unimproved drinking water sources,2006,10.11%
Sri Lanka,LK,LKA,Proportion of population using unimproved drinking water sources,2007,9.91%
Sri Lanka,LK,LKA,Proportion of population using unimproved drinking water sources,2008,9.72%
Sri Lanka,LK,LKA,Proportion of population using unimproved drinking water sources,2009,9.52%
Sri Lanka,LK,LKA,Proportion of population using unimproved drinking water sources,2010,9.33%
Sri Lanka,LK,LKA,Proportion of population using unimproved drinking water sources,2011,9.13%
Sri Lanka,LK,LKA,Proportion of population using unimproved drinking water sources,2012,8.94%
Sri Lanka,LK,LKA,Proportion of population using unimproved drinking water sources,2013,8.74%
Sri Lanka,LK,LKA,Proportion of population using unimproved drinking water sources,2014,8.54%
Sri Lanka,LK,LKA,Proportion of population using unimproved drinking water sources,2015,8.34%
Sri Lanka,LK,LKA,Proportion of population using unimproved drinking water sources,2016,8.14%
Sri Lanka,LK,LKA,Proportion of population using unimproved drinking water sources,2017,7.93%
Sri Lanka,LK,LKA,Proportion of population using unimproved drinking water sources,2018,7.71%
Sri Lanka,LK,LKA,Proportion of population using unimproved drinking water sources,2019,7.48%
Sri Lanka,LK,LKA,Proportion of population using unimproved drinking water sources,2020,7.26%
Sri Lanka,LK,LKA,Proportion of population using unimproved drinking water sources,2021,7.03%
Sri Lanka,LK,LKA,Proportion of population using unimproved drinking water sources,2022,6.81%
Sudan,SD,SDN,Proportion of population using unimproved drinking water sources,2000,25.06%
Sudan,SD,SDN,Proportion of population using unimproved drinking water sources,2001,25.05%
Sudan,SD,SDN,Proportion of population using unimproved drinking water sources,2002,25.05%
Sudan,SD,SDN,Proportion of population using unimproved drinking water sources,2003,25.04%
Sudan,SD,SDN,Proportion of population using unimproved drinking water sources,2004,25.03%
Sudan,SD,SDN,Proportion of population using unimproved drinking water sources,2005,23.85%
Sudan,SD,SDN,Proportion of population using unimproved drinking water sources,2006,22.68%
Sudan,SD,SDN,Proportion of population using unimproved drinking water sources,2007,21.50%
Sudan,SD,SDN,Proportion of population using unimproved drinking water sources,2008,20.33%
Sudan,SD,SDN,Proportion of population using unimproved drinking water sources,2009,19.15%
Sudan,SD,SDN,Proportion of population using unimproved drinking water sources,2010,17.98%
Sudan,SD,SDN,Proportion of population using unimproved drinking water sources,2011,16.80%
Sudan,SD,SDN,Proportion of population using unimproved drinking water sources,2012,15.62%
Sudan,SD,SDN,Proportion of population using unimproved drinking water sources,2013,14.43%
Sudan,SD,SDN,Proportion of population using unimproved drinking water sources,2014,13.25%
Sudan,SD,SDN,Proportion of population using unimproved drinking water sources,2015,12.07%
Sudan,SD,SDN,Proportion of population using unimproved drinking water sources,2016,10.89%
Sudan,SD,SDN,Proportion of population using unimproved drinking water sources,2017,9.70%
Sudan,SD,SDN,Proportion of population using unimproved drinking water sources,2018,8.52%
Sudan,SD,SDN,Proportion of population using unimproved drinking water sources,2019,7.34%
Sudan,SD,SDN,Proportion of population using unimproved drinking water sources,2020,6.16%
Sudan,SD,SDN,Proportion of population using unimproved drinking water sources,2021,4.99%
Sudan,SD,SDN,Proportion of population using unimproved drinking water sources,2022,3.95%
Suriname,SR,SUR,Proportion of population using unimproved drinking water sources,2000,2.92%
Suriname,SR,SUR,Proportion of population using unimproved drinking water sources,2001,2.79%
Suriname,SR,SUR,Proportion of population using unimproved drinking water sources,2002,2.66%
Suriname,SR,SUR,Proportion of population using unimproved drinking water sources,2003,2.53%
Suriname,SR,SUR,Proportion of population using unimproved drinking water sources,2004,2.40%
Suriname,SR,SUR,Proportion of population using unimproved drinking water sources,2005,2.28%
Suriname,SR,SUR,Proportion of population using unimproved drinking water sources,2006,2.15%
Suriname,SR,SUR,Proportion of population using unimproved drinking water sources,2007,2.03%
Suriname,SR,SUR,Proportion of population using unimproved drinking water sources,2008,1.90%
Suriname,SR,SUR,Proportion of population using unimproved drinking water sources,2009,1.77%
Suriname,SR,SUR,Proportion of population using unimproved drinking water sources,2010,1.65%
Suriname,SR,SUR,Proportion of population using unimproved drinking water sources,2011,1.52%
Suriname,SR,SUR,Proportion of population using unimproved drinking water sources,2012,1.40%
Suriname,SR,SUR,Proportion of population using unimproved drinking water sources,2013,1.27%
Suriname,SR,SUR,Proportion of population using unimproved drinking water sources,2014,1.14%
Suriname,SR,SUR,Proportion of population using unimproved drinking water sources,2015,1.01%
Suriname,SR,SUR,Proportion of population using unimproved drinking water sources,2016,0.89%
Suriname,SR,SUR,Proportion of population using unimproved drinking water sources,2017,0.76%
Suriname,SR,SUR,Proportion of population using unimproved drinking water sources,2018,0.63%
Suriname,SR,SUR,Proportion of population using unimproved drinking water sources,2019,0.50%
Suriname,SR,SUR,Proportion of population using unimproved drinking water sources,2020,0.38%
Suriname,SR,SUR,Proportion of population using unimproved drinking water sources,2021,0.38%
Suriname,SR,SUR,Proportion of population using unimproved drinking water sources,2022,0.38%
Sweden,SE,SWE,Proportion of population using unimproved drinking water sources,2000,0.52%
Sweden,SE,SWE,Proportion of population using unimproved drinking water sources,2001,0.51%
Sweden,SE,SWE,Proportion of population using unimproved drinking water sources,2002,0.49%
Sweden,SE,SWE,Proportion of population using unimproved drinking water sources,2003,0.48%
Sweden,SE,SWE,Proportion of population using unimproved drinking water sources,2004,0.47%
Sweden,SE,SWE,Proportion of population using unimproved drinking water sources,2005,0.46%
Sweden,SE,SWE,Proportion of population using unimproved drinking water sources,2006,0.44%
Sweden,SE,SWE,Proportion of population using unimproved drinking water sources,2007,0.43%
Sweden,SE,SWE,Proportion of population using unimproved drinking water sources,2008,0.42%
Sweden,SE,SWE,Proportion of population using unimproved drinking water sources,2009,0.41%
Sweden,SE,SWE,Proportion of population using unimproved drinking water sources,2010,0.39%
Sweden,SE,SWE,Proportion of population using unimproved drinking water sources,2011,0.38%
Sweden,SE,SWE,Proportion of population using unimproved drinking water sources,2012,0.37%
Sweden,SE,SWE,Proportion of population using unimproved drinking water sources,2013,0.35%
Sweden,SE,SWE,Proportion of population using unimproved drinking water sources,2014,0.34%
Sweden,SE,SWE,Proportion of population using unimproved drinking water sources,2015,0.33%
Sweden,SE,SWE,Proportion of population using unimproved drinking water sources,2016,0.32%
Sweden,SE,SWE,Proportion of population using unimproved drinking water sources,2017,0.30%
Sweden,SE,SWE,Proportion of population using unimproved drinking water sources,2018,0.29%
Sweden,SE,SWE,Proportion of population using unimproved drinking water sources,2019,0.28%
Sweden,SE,SWE,Proportion of population using unimproved drinking water sources,2020,0.27%
Sweden,SE,SWE,Proportion of population using unimproved drinking water sources,2021,0.26%
Sweden,SE,SWE,Proportion of population using unimproved drinking water sources,2022,0.26%
